timestamp,pv1_current,pv1_voltage,pv1_power,meter_active_power,inverter_temperature,string1,string2,string3
2023-01-01 00:00:00,0.0,387.7667762933516,0.0,0.0,53.97097434721752,9.683887441570167,8.102723825694387,8.19006313074258
2023-01-01 00:15:00,0.0,307.9769797750194,77.18504858067948,71.19783018458286,43.37131196274717,8.86547807093822,9.039706312502611,10.448307138501645
2023-01-01 00:30:00,0.0,355.3893388416013,83.1733138348177,71.39515862704715,52.26773129578724,10.170124353487607,11.663093435971081,8.144754416061431
2023-01-01 00:45:00,0.0,382.4289875524452,0.0,0.0,40.12857389303416,11.453428518427769,10.672531754801145,10.956959825862203
2023-01-01 01:00:00,0.0,398.63247086457955,0.0,0.0,46.41844303600746,11.868351639112454,11.677876417133298,10.849882949403877
2023-01-01 01:15:00,0.0,372.43274008140213,149.89584626675315,146.75077383688887,51.877041164039476,10.992831286911498,9.784603129977038,8.318443299106715
2023-01-01 01:30:00,0.0,327.8334375463294,93.28388923622371,79.65074821383575,53.41376882339391,8.02249154508545,11.746508380940964,11.626489460147178
2023-01-01 01:45:00,0.0,369.95703298454094,7.2360389908384475,6.771540009707677,44.71646734302601,8.538803041863824,9.851839261780022,10.08771715450121
2023-01-01 02:00:00,0.0,370.57667693076394,0.0,0.0,47.79376204290858,8.305095945755463,8.817018897673337,11.617754269350927
2023-01-01 02:15:00,0.0,369.99660121046173,34.400010630503594,29.28378048774873,35.05960261564662,8.404854971975539,8.60557385673779,11.606440224753289
2023-01-01 02:30:00,0.0,385.4260437093106,69.80834649176681,64.91247232982543,40.06446615026779,9.5321398240791,11.975247252140177,8.788136255548473
2023-01-01 02:45:00,0.0,308.7380062519491,0.0,0.0,40.574242074938915,9.353973259314511,9.335450645898284,9.52231051174514
2023-01-01 03:00:00,0.0,310.84198454154335,25.18694483180255,22.648445615244363,36.869860233088616,8.454739925073241,8.64021210127035,8.538505334015266
2023-01-01 03:15:00,0.0,364.0617124225558,0.0,0.0,40.59390026713953,11.528941406456996,8.033633723563009,11.099912040545282
2023-01-01 03:30:00,0.0,395.3881096098188,0.0,0.0,41.42244066116278,10.46171030532944,9.14227826611849,10.01649966215145
2023-01-01 03:45:00,0.0,346.5838638919246,0.0,0.0,54.37532079136386,11.185853235825796,11.556464574410157,11.715230301579927
2023-01-01 04:00:00,0.0,396.0562701625675,0.0,0.0,48.37204761121676,9.486197555421723,10.136037282709207,8.832860859505109
2023-01-01 04:15:00,0.0,393.80852595161537,139.19915761813314,128.32145937613183,43.52010158832688,9.640944065150272,10.52974020609982,10.753470646076904
2023-01-01 04:30:00,0.0,390.29097382343195,0.0,0.0,54.76108921391018,9.270484842146912,11.689564415562131,11.956947311090836
2023-01-01 04:45:00,0.0,390.98509748640856,96.55735587931838,90.04910329508097,38.064646404692226,9.753706448393965,10.051359672428116,10.661525047283966
2023-01-01 05:00:00,0.0,389.8318793327986,0.0,0.0,44.52102387860969,10.441509049420215,11.353119383410458,8.27509573132285
2023-01-01 05:15:00,0.0,381.98893835391823,75.87561926560389,66.70443574818519,47.941244140980984,9.971936031360965,9.295333112305414,10.353697398780762
2023-01-01 05:30:00,0.0,369.49789586053305,0.16558556219512324,0.1516803553266159,36.11161268968154,11.3516680247538,11.90840745136488,8.719370998724948
2023-01-01 05:45:00,0.0,302.44081785926085,35.20248287892806,32.89072428155474,49.339977161662375,11.600556674439297,8.31525549404981,8.122011109677262
2023-01-01 06:00:00,0.0,313.22535921560524,0.715325609748752,0.6605326673931803,36.9973470584398,9.878735413470396,10.899318102053059,9.339842789220857
2023-01-01 06:15:00,0.9286204597819004,313.4232054531467,298.0224440457755,267.48540384927406,37.80564617199354,8.958991921394597,10.642265147041178,9.064416332216263
2023-01-01 06:30:00,1.404945571220189,302.354028427959,142.81458066147513,133.31540622222303,38.19379024924168,11.780769677837235,8.766686023403267,11.155083595263017
2023-01-01 06:45:00,1.338558096275437,311.6701768423637,480.0075425532162,409.7690021340493,53.57779653311036,10.94015457220369,9.555375995386143,9.494722164312401
2023-01-01 07:00:00,1.6226466736000718,391.97464335671066,931.4455276537375,836.5198742134389,48.66471090276335,10.56050834421552,9.251316467108026,10.931835121540786
2023-01-01 07:15:00,2.442089183971522,366.3804286910786,1083.6917402792878,996.1723487485755,48.10855002206208,10.981654934495904,8.377971473329982,8.064955967797326
2023-01-01 07:30:00,2.3095452926517988,331.20730182954225,1743.6651737787606,1486.7879158458234,46.10986992929984,8.303927129587692,10.339152091803365,8.059248533733564
